PC1	PC2	PC3	Population	Sample
-0.0107487	0.00133255	-0.0267145	BEB	HG03824
-0.0110344	0.00338435	-0.0275299	BEB	HG03826
-0.0112665	0.0020226	-0.0292348	BEB	HG03829
-0.0109242	0.00129517	-0.0283002	BEB	HG03830
-0.0106805	0.00134006	-0.0283652	BEB	HG03832
-0.0113363	0.0022512	-0.027265	BEB	HG03833
-0.00993142	0.00674202	-0.0316318	STU	HG03836
-0.0102246	0.00575134	-0.0339828	STU	HG03837
-0.0103929	0.0048251	-0.0327847	STU	HG03838
-0.0100942	0.00524104	-0.0325282	STU	HG03844
-0.0102033	0.00466946	-0.0359709	STU	HG03846
-0.0099138	0.00595156	-0.033862	STU	HG03848
-0.0100532	0.00550583	-0.0335903	STU	HG03849
-0.00991296	0.00636079	-0.0342069	STU	HG03850
-0.00989178	0.00638549	-0.0341539	STU	HG03851
-0.0101513	0.00649119	-0.0325855	STU	HG03854
-0.0104259	0.00127713	-0.0376063	STU	HG03856
-0.0102878	0.00567116	-0.0328251	STU	HG03857
-0.00981412	0.00411201	-0.033907	STU	HG03858
-0.0101564	0.00523983	-0.0375085	ITU	HG03861
-0.00982107	0.00714883	-0.0315041	ITU	HG03862
-0.0101091	0.00673963	-0.0328429	ITU	HG03863
-0.010217	0.00687178	-0.0334247	ITU	HG03864
-0.0100176	0.00631535	-0.0340081	ITU	HG03866
-0.0102691	0.00329598	-0.0346825	ITU	HG03867
-0.0100348	0.00744527	-0.0315953	ITU	HG03868
-0.00996871	0.00711029	-0.0321052	ITU	HG03869
-0.00973065	0.0070639	-0.0322014	ITU	HG03870
-0.00974334	0.00679372	-0.0339572	ITU	HG03871
-0.00999043	0.00732256	-0.0313787	ITU	HG03872
-0.0103309	0.00619667	-0.0353299	ITU	HG03873
-0.0102298	0.00577397	-0.0321568	ITU	HG03874
-0.00993417	0.0095913	-0.0268002	ITU	HG03875
-0.00959402	0.00763637	-0.0328393	ITU	HG03882
-0.00995482	0.00615562	-0.0349974	STU	HG03884
-0.0100243	0.00628997	-0.0326848	STU	HG03885
-0.00957097	0.00668949	-0.0342012	STU	HG03886
-0.0101479	0.00616679	-0.0338104	STU	HG03887
-0.0100102	0.00959855	-0.0272818	STU	HG03888
-0.0100275	0.00558209	-0.0335981	STU	HG03890
-0.00966864	0.00585279	-0.0336079	STU	HG03894
-0.00988728	0.00636526	-0.0318099	STU	HG03895
-0.0096522	0.00478596	-0.034706	STU	HG03896
-0.00986275	0.00722779	-0.0322858	STU	HG03897
-0.00954679	0.0059094	-0.0343585	STU	HG03898
-0.010077	0.00611323	-0.0332753	STU	HG03899
-0.0103792	0.00607846	-0.033212	STU	HG03900
-0.0106102	0.00372759	-0.0269818	BEB	HG03902
-0.0110177	0.00218664	-0.028205	BEB	HG03905
-0.0108299	0.00190792	-0.0279893	BEB	HG03907
-0.0104993	0.00350556	-0.0299873	BEB	HG03908
-0.0113209	0.00236567	-0.0281623	BEB	HG03910
-0.0111453	0.00384605	-0.0296633	BEB	HG03911
-0.0112367	0.00266895	-0.0291813	BEB	HG03913
-0.0112534	0.00218464	-0.0287859	BEB	HG03914
-0.0112709	0.00120132	-0.0289702	BEB	HG03916
-0.0109701	0.00183443	-0.0282836	BEB	HG03917
-0.0102669	0.00705083	-0.0279718	BEB	HG03919
-0.0108132	0.00342658	-0.0306546	BEB	HG03920
-0.0111411	0.00211119	-0.0268682	BEB	HG03922
-0.0112217	0.00229198	-0.0281913	BEB	HG03925
-0.0109747	0.000815249	-0.0262632	BEB	HG03926
-0.0108235	0.00269026	-0.029206	BEB	HG03928
-0.0110231	0.00112036	-0.0271077	BEB	HG03931
-0.0108973	0.00233184	-0.0282774	BEB	HG03934
-0.0113626	0.00196611	-0.0297352	BEB	HG03937
-0.0100162	0.00378807	-0.0357159	BEB	HG03940
-0.0103432	0.00330193	-0.0352457	BEB	HG03941
-0.00990095	0.00591977	-0.0342814	STU	HG03943
-0.00959323	0.00674704	-0.0317734	STU	HG03944
-0.00978106	0.00708406	-0.0315009	STU	HG03945
-0.00980292	0.00490823	-0.0334101	STU	HG03947
-0.0099015	0.00634482	-0.0338665	STU	HG03949
-0.0100477	0.00477907	-0.0332244	STU	HG03950
-0.00975981	0.00655201	-0.0320782	STU	HG03951
-0.00965657	0.00640365	-0.033386	STU	HG03953
-0.0100113	0.00660879	-0.0327209	STU	HG03955
-0.00998769	0.00588239	-0.0329052	ITU	HG03960
-0.0102677	0.00556368	-0.0342395	ITU	HG03963
-0.0100089	0.00434795	-0.034172	ITU	HG03965
-0.00986452	0.00739014	-0.0319306	ITU	HG03967
-0.00989795	0.00712769	-0.0346467	ITU	HG03968
-0.0102095	0.00698951	-0.0339911	ITU	HG03969
-0.0100942	0.00694759	-0.032113	ITU	HG03971
-0.00996731	0.00695183	-0.0342537	ITU	HG03973
-0.0100025	0.00661237	-0.0340711	ITU	HG03974
-0.0103232	0.00636825	-0.0320733	ITU	HG03976
-0.0102878	0.00275536	-0.0381169	ITU	HG03977
-0.00989858	0.00433896	-0.0344446	ITU	HG03978
-0.0100352	0.0038253	-0.036342	STU	HG03985
-0.00982456	0.00606642	-0.0325499	STU	HG03986
-0.0102558	0.00610746	-0.0339025	STU	HG03989
-0.00981605	0.00543541	-0.033421	STU	HG03990
-0.010106	0.00594769	-0.0338367	STU	HG03991
-0.00973876	0.00565963	-0.0338028	STU	HG03995
-0.010281	0.00607999	-0.0342986	STU	HG03998
-0.0102648	0.00575663	-0.0334925	STU	HG03999
-0.0105354	0.00573464	-0.0336571	ITU	HG04001
-0.0103245	0.00644902	-0.034266	ITU	HG04002
-0.0103515	0.00935595	-0.0278443	STU	HG04003
-0.0102126	0.00446732	-0.0342928	STU	HG04006
-0.0104314	0.00410494	-0.0333497	ITU	HG04014
-0.0101026	0.00579169	-0.0333589	ITU	HG04015
-0.0103863	0.00564379	-0.0371097	ITU	HG04017
-0.00947062	0.00777977	-0.033446	ITU	HG04018
-0.0100343	0.00657475	-0.0326709	ITU	HG04019
-0.0102351	0.00737235	-0.0294416	ITU	HG04020
-0.00977173	0.00619513	-0.033335	ITU	HG04022
-0.0106738	0.00455236	-0.0368535	ITU	HG04023
-0.00991617	0.00534896	-0.0386133	ITU	HG04025
-0.0101117	0.00540749	-0.0393629	ITU	HG04026
-0.0101798	0.00598813	-0.0328061	STU	HG04029
-0.0103674	0.00526913	-0.0335112	STU	HG04033
-0.00998066	0.00655533	-0.0333566	STU	HG04035
-0.0103792	0.00545749	-0.033264	STU	HG04038
-0.00965826	0.00511272	-0.0328463	STU	HG04039
-0.0100036	0.00574294	-0.0339083	STU	HG04042
-0.0103728	0.00560034	-0.0345345	STU	HG04047
-0.0103498	0.00520214	-0.0373309	ITU	HG04054
-0.0101269	0.00598823	-0.0383756	ITU	HG04056
-0.0101247	0.0077107	-0.0327838	ITU	HG04059
-0.00996864	0.00912299	-0.0293291	ITU	HG04060
-0.0105036	0.00250726	-0.0378083	ITU	HG04061
-0.0103552	0.00313949	-0.0378265	ITU	HG04062
-0.0103531	0.00514943	-0.0375865	ITU	HG04063
-0.0102344	0.00631636	-0.0339553	ITU	HG04070
-0.0100781	0.00608606	-0.0332787	STU	HG04075
-0.0102695	0.00592204	-0.0327157	ITU	HG04076
-0.010313	0.00892064	-0.0291602	ITU	HG04080
-0.0105694	0.00671193	-0.0318592	ITU	HG04090
-0.0102153	0.00682169	-0.0339616	ITU	HG04093
-0.0101623	0.00609198	-0.0335033	ITU	HG04094
-0.0103658	0.00582386	-0.0379953	ITU	HG04096
-0.00996279	0.00623456	-0.0336188	ITU	HG04098
-0.0100384	0.00615392	-0.0331451	STU	HG04099
-0.00997815	0.00463941	-0.0327226	STU	HG04100
-0.00981469	0.00610259	-0.0335449	STU	HG04106
-0.00992126	0.00599632	-0.0342371	STU	HG04107
-0.00988946	0.00639286	-0.034809	ITU	HG04118
-0.0109619	0.002096	-0.0265236	BEB	HG04131
-0.0113426	0.00294275	-0.0275787	BEB	HG04134
-0.0116121	0.00035163	-0.028033	BEB	HG04140
-0.0110494	0.00211497	-0.0276254	BEB	HG04141
-0.0107383	0.00536973	-0.0283649	BEB	HG04144
-0.0108755	0.00250238	-0.0275715	BEB	HG04146
-0.011362	0.00194468	-0.0293035	BEB	HG04152
-0.0106723	0.00228846	-0.0276655	BEB	HG04153
-0.0107402	0.00204714	-0.028786	BEB	HG04155
-0.0108986	0.00307236	-0.0280139	BEB	HG04156
-0.0111842	0.00247966	-0.0278898	BEB	HG04158
-0.0108884	0.0027289	-0.0290843	BEB	HG04159
-0.0112208	0.000998389	-0.0282937	BEB	HG04161
-0.0113545	0.000941261	-0.0280175	BEB	HG04162
-0.0103967	0.00275741	-0.0279962	BEB	HG04164
-0.0106557	0.00233339	-0.0278724	BEB	HG04171
-0.0108059	0.00246584	-0.0283455	BEB	HG04173
-0.0109904	0.00197262	-0.0283593	BEB	HG04176
-0.0112641	0.00229887	-0.0292444	BEB	HG04177
-0.0106603	0.00321111	-0.0286262	BEB	HG04180
-0.0115381	0.00143536	-0.027509	BEB	HG04182
-0.0110325	0.00236833	-0.0272676	BEB	HG04183
-0.0101962	0.00430993	-0.0339183	BEB	HG04185
-0.0106772	0.00441774	-0.0354145	BEB	HG04186
-0.0113272	0.00190471	-0.0284872	BEB	HG04188
-0.0111695	0.00210532	-0.0279576	BEB	HG04189
-0.0106273	0.00370944	-0.0297277	BEB	HG04194
-0.011325	0.00180891	-0.0267836	BEB	HG04195
-0.00997242	0.0078982	-0.0318663	ITU	HG04198
-0.00970172	0.00760965	-0.0312865	ITU	HG04200
-0.0100593	0.00623753	-0.0339864	ITU	HG04202
-0.00940866	0.00711835	-0.0316384	ITU	HG04206
-0.00966949	0.00624142	-0.0337832	ITU	HG04209
-0.00994013	0.00535539	-0.0342347	STU	HG04210
-0.00999152	0.00784489	-0.0325423	ITU	HG04211
-0.0099045	0.00742076	-0.0333054	ITU	HG04212
-0.00981373	0.0082673	-0.0329472	ITU	HG04214
-0.00998219	0.00604935	-0.0319962	ITU	HG04216
-0.00978286	0.00700929	-0.0329873	ITU	HG04219
-0.0097209	0.00534354	-0.0356115	ITU	HG04222
-0.0100887	0.00773126	-0.0334472	ITU	HG04225
-0.0103939	0.0030722	-0.0341777	STU	HG04227
-0.00990262	0.00525497	-0.0321219	STU	HG04229
-0.00999345	0.00637863	-0.0316766	ITU	HG04235
-0.0105425	0.00575458	-0.0335757	ITU	HG04238
-0.00972154	0.00566772	-0.0353143	ITU	HG04239
-0.0100504	0.0268956	0.00743354	CEU	NA06984
-0.00954258	0.0274161	0.00585512	CEU	NA06985
-0.00951935	0.0274663	0.00625637	CEU	NA06986
-0.00999029	0.0269883	0.00599247	CEU	NA06989
-0.0100331	0.0268791	0.00718662	CEU	NA06994
-0.0102948	0.0268903	0.00718952	CEU	NA07000
-0.00946384	0.0274276	0.00618711	CEU	NA07037
-0.00952705	0.0269761	0.00566859	CEU	NA07048
-0.0101159	0.0277513	0.00622141	CEU	NA07051
-0.0102511	0.0276219	0.00656497	CEU	NA07056
-0.00989426	0.0279363	0.00642336	CEU	NA07347
-0.00996142	0.0272297	0.00726242	CEU	NA07357
-0.00962666	0.0275772	0.00646083	CEU	NA10847
-0.0104021	0.02753	0.00740265	CEU	NA10851
-0.0100657	0.0273326	0.00784812	CEU	NA11829
-0.0102589	0.027103	0.00628336	CEU	NA11830
-0.0095677	0.027503	0.00634702	CEU	NA11831
-0.00959961	0.0278132	0.00432804	CEU	NA11832
-0.0102612	0.0261053	0.00649651	CEU	NA11840
-0.010094	0.0275583	0.00643994	CEU	NA11843
-0.00996632	0.0277044	0.00536873	CEU	NA11881
-0.0101322	0.0268042	0.00554717	CEU	NA11892
-0.0103094	0.0266306	0.00708366	CEU	NA11893
-0.00994736	0.0277735	0.00662714	CEU	NA11894
-0.0102371	0.0270716	0.00674924	CEU	NA11918
-0.00989753	0.0281878	0.00563113	CEU	NA11919
-0.00977412	0.0277448	0.00689585	CEU	NA11920
-0.00951784	0.0265305	0.00545876	CEU	NA11930
-0.0101004	0.0277367	0.00608217	CEU	NA11931
-0.00990781	0.027732	0.00545548	CEU	NA11932
-0.0096582	0.0275841	0.00575607	CEU	NA11933
-0.00940936	0.0276273	0.00598471	CEU	NA11992
-0.0100267	0.0268358	0.00820416	CEU	NA11994
-0.00956025	0.0289722	0.0065122	CEU	NA11995
-0.0102657	0.0265847	0.00684511	CEU	NA12003
-0.00985302	0.0275079	0.00544023	CEU	NA12004
-0.00971445	0.0279924	0.00661106	CEU	NA12005
-0.00976416	0.0273748	0.00740956	CEU	NA12006
-0.0102697	0.0277193	0.00642268	CEU	NA12043
-0.00994685	0.028136	0.00657612	CEU	NA12044
-0.00971533	0.0272867	0.00747391	CEU	NA12045
-0.0101954	0.0265437	0.00602824	CEU	NA12046
-0.0101265	0.0279871	0.00728425	CEU	NA12058
-0.0100944	0.0276209	0.00552892	CEU	NA12144
-0.0101156	0.0275728	0.0060812	CEU	NA12154
-0.00995852	0.027559	0.00523736	CEU	NA12155
-0.00982656	0.0273731	0.00708	CEU	NA12156
-0.00998921	0.0274004	0.00665961	CEU	NA12234
-0.0107805	0.0269463	0.00627809	CEU	NA12249
-0.00979336	0.0278347	0.006487	CEU	NA12272
-0.00945843	0.0272416	0.00530285	CEU	NA12273
-0.00978019	0.0274751	0.00776539	CEU	NA12275
-0.00977973	0.0277491	0.00775224	CEU	NA12282
-0.00962527	0.0269083	0.00610414	CEU	NA12283
-0.010044	0.0266006	0.00443457	CEU	NA12286
-0.0100151	0.0279949	0.00597502	CEU	NA12287
-0.00971316	0.0280332	0.00551026	CEU	NA12340
-0.00948688	0.0273777	0.00661106	CEU	NA12341
-0.0102	0.0277034	0.0069994	CEU	NA12342
-0.00976044	0.0272334	0.00551403	CEU	NA12347
-0.0101541	0.0266346	0.00743854	CEU	NA12348
-0.00971257	0.0270283	0.00534073	CEU	NA12383
-0.00984998	0.0275111	0.00681093	CEU	NA12399
-0.0101241	0.0277838	0.00636218	CEU	NA12400
-0.0100939	0.027113	0.00599699	CEU	NA12413
-0.00974812	0.0270187	0.00804151	CEU	NA12414
-0.00951602	0.0273433	0.00619902	CEU	NA12489
-0.0101951	0.0270521	0.00524636	CEU	NA12546
-0.0102008	0.0278911	0.00705286	CEU	NA12716
-0.00997248	0.0268221	0.00702145	CEU	NA12717
-0.00970748	0.0273824	0.00618674	CEU	NA12718
-0.0103036	0.0265689	0.00700161	CEU	NA12748
-0.0100231	0.0280327	0.00543888	CEU	NA12749
-0.0100107	0.027199	0.00621101	CEU	NA12750
-0.00990992	0.0277881	0.00567395	CEU	NA12751
-0.00957604	0.0268399	0.00542527	CEU	NA12760
-0.00996402	0.0275127	0.00723432	CEU	NA12761
-0.0100657	0.0275124	0.00635417	CEU	NA12762
-0.00995196	0.0275696	0.00652852	CEU	NA12763
-0.0100589	0.0277935	0.00638529	CEU	NA12775
-0.0100025	0.0271031	0.00783418	CEU	NA12776
-0.0104459	0.027774	0.00695539	CEU	NA12777
-0.0104212	0.0278611	0.00758731	CEU	NA12778
-0.00979861	0.0275447	0.00557521	CEU	NA12812
-0.0101053	0.0273122	0.00621822	CEU	NA12813
-0.0101809	0.0276463	0.00629856	CEU	NA12814
-0.0105427	0.0273712	0.00538698	CEU	NA12815
-0.009996	0.0274939	0.00820321	CEU	NA12827
-0.0101324	0.0273094	0.00657586	CEU	NA12828
-0.009914	0.0276762	0.00602827	CEU	NA12829
-0.00963514	0.0274959	0.00596882	CEU	NA12830
-0.00998621	0.0275906	0.00610541	CEU	NA12842
-0.0100755	0.0270885	0.00598149	CEU	NA12843
-0.010133	0.0264011	0.00508263	CEU	NA12872
-0.0102329	0.02702	0.00474617	CEU	NA12873
-0.00983624	0.0272033	0.00681153	CEU	NA12874
-0.00983894	0.0278173	0.00736857	CEU	NA12878
-0.00971633	0.0277491	0.0059479	CEU	NA12889
-0.00991675	0.0264893	0.00653051	CEU	NA12890
0.0348956	-0.00535326	0.000787931	YRI	NA18486
0.0349842	-0.00579129	0.000198191	YRI	NA18488
0.0347773	-0.00610805	0.00111981	YRI	NA18489
0.034845	-0.00555658	0.000943159	YRI	NA18498
0.0351672	-0.00608654	0.000740459	YRI	NA18499
0.0352736	-0.00598509	0.000561257	YRI	NA18501
0.0351112	-0.00539732	0.00163388	YRI	NA18502
0.0353987	-0.00617265	0.000516724	YRI	NA18504
0.0353987	-0.00614138	0.000606365	YRI	NA18505
0.0351299	-0.00553021	0.000670246	YRI	NA18507
0.0348222	-0.00632269	0.000443638	YRI	NA18508
0.0350123	-0.00598387	0.000018364	YRI	NA18510
0.0349708	-0.00587321	0.000601349	YRI	NA18511
0.0354255	-0.00617095	0.00107861	YRI	NA18516
0.0348018	-0.00593746	0.000677145	YRI	NA18517
0.0350268	-0.00577208	0.00098286	YRI	NA18519
0.0348489	-0.0053542	0.0000660393	YRI	NA18520
0.0354447	-0.00547375	0.000323278	YRI	NA18522
0.0350041	-0.00568213	-0.000190693	YRI	NA18523
-0.0169473	-0.0326701	0.000972784	CHB	NA18525
-0.0167692	-0.0331301	0.000451608	CHB	NA18526
-0.0164266	-0.0314742	0.00140904	CHB	NA18528
-0.0168915	-0.031998	0.00263635	CHB	NA18530
-0.0169195	-0.0316269	0.00104631	CHB	NA18531
-0.0168514	-0.0331555	0.00188305	CHB	NA18532
-0.0166119	-0.0334276	-0.000401606	CHB	NA18533
-0.0171009	-0.0328763	0.00187027	CHB	NA18534
-0.0167705	-0.0316435	0.00126814	CHB	NA18535
-0.01717	-0.0330619	0.00118458	CHB	NA18536
-0.0169871	-0.0321152	0.00162373	CHB	NA18537
-0.0164567	-0.0316496	0.00283414	CHB	NA18538
-0.0171544	-0.0321994	0.00312969	CHB	NA18539
-0.0169536	-0.0321063	0.0025272	CHB	NA18541
-0.016767	-0.0322437	0.00189569	CHB	NA18542
-0.0170555	-0.0332184	-0.0000466156	CHB	NA18543
-0.0169906	-0.0320664	0.00132808	CHB	NA18544
-0.0168241	-0.0337621	0.00141726	CHB	NA18545
-0.0169135	-0.032605	0.00183548	CHB	NA18546
-0.0162848	-0.032082	0.00227265	CHB	NA18547
-0.0172953	-0.0328271	0.00285756	CHB	NA18548
-0.0167826	-0.0336447	-0.000022587	CHB	NA18549
-0.0167235	-0.0327664	-0.000284888	CHB	NA18550
-0.0172073	-0.0330139	0.00245929	CHB	NA18552
-0.0166068	-0.0316691	0.00298491	CHB	NA18553
-0.0168268	-0.0333282	0.00244243	CHB	NA18555
-0.016779	-0.0325567	0.00356556	CHB	NA18557
-0.0171653	-0.0322893	0.00274759	CHB	NA18558
-0.0172944	-0.033351	0.0003665	CHB	NA18559
-0.0171334	-0.0337225	0.000765087	CHB	NA18560
-0.0168351	-0.0313816	0.00126574	CHB	NA18561
-0.0167833	-0.0324385	0.00242323	CHB	NA18562
-0.0169306	-0.0319199	0.0042078	CHB	NA18563
-0.0168905	-0.0318006	0.00241299	CHB	NA18564
-0.016833	-0.0339607	0.00162931	CHB	NA18565
-0.0170627	-0.0327696	0.00191832	CHB	NA18566
-0.0169961	-0.0325367	0.00284046	CHB	NA18567
-0.0169808	-0.0340606	0.00158277	CHB	NA18570
-0.0166314	-0.0329377	0.00153325	CHB	NA18571
-0.0169954	-0.0334439	0.00228667	CHB	NA18572
-0.0166827	-0.0331919	0.0000413501	CHB	NA18573
-0.0170971	-0.0327432	0.00193054	CHB	NA18574
-0.0167031	-0.0330835	0.00143844	CHB	NA18577
-0.0167342	-0.0327854	0.00148785	CHB	NA18579
-0.017195	-0.0335427	0.000226708	CHB	NA18582
-0.0178469	-0.033702	0.00179792	CHB	NA18591
-0.0169573	-0.0324512	0.00144165	CHB	NA18592
-0.0171319	-0.0330154	0.00106911	CHB	NA18593
-0.0170189	-0.032392	0.00133843	CHB	NA18595
-0.0170063	-0.0330345	0.00209831	CHB	NA18596
-0.0168356	-0.0324463	0.0032071	CHB	NA18597
-0.0166906	-0.0320573	0.00198246	CHB	NA18599
-0.0171908	-0.0322233	0.00256296	CHB	NA18602
-0.0171231	-0.0343796	0.00185128	CHB	NA18603
-0.0167931	-0.0329094	0.0017943	CHB	NA18605
-0.0172705	-0.0339401	0.00130009	CHB	NA18606
-0.0168246	-0.0312704	0.00136345	CHB	NA18608
-0.0171188	-0.0314012	0.0021794	CHB	NA18609
-0.0168149	-0.032436	0.00166673	CHB	NA18610
-0.0170249	-0.0326646	0.00103476	CHB	NA18611
-0.016684	-0.0324854	0.00143502	CHB	NA18612
-0.0170361	-0.0321077	0.003064	CHB	NA18613
-0.0170474	-0.0333163	0.000770367	CHB	NA18614
-0.0168385	-0.032464	0.00181381	CHB	NA18615
-0.0169715	-0.0331861	-0.000326665	CHB	NA18616
-0.016997	-0.0334078	0.00107418	CHB	NA18617
-0.0166015	-0.0313885	0.00213405	CHB	NA18618
-0.0168302	-0.0319341	0.00201067	CHB	NA18619
-0.01715	-0.0323723	0.00122378	CHB	NA18620
-0.0171935	-0.0322073	0.00290281	CHB	NA18621
-0.0168566	-0.0326751	-0.000635089	CHB	NA18622
-0.017126	-0.031628	0.00149121	CHB	NA18623
-0.0170522	-0.033269	-0.0000359244	CHB	NA18624
-0.016967	-0.0325335	0.00169657	CHB	NA18625
-0.0168355	-0.0312905	0.00255998	CHB	NA18626
-0.0169959	-0.0331376	-0.000157718	CHB	NA18627
-0.0165638	-0.0335813	-0.000938878	CHB	NA18628
-0.0167735	-0.0328767	0.0000699723	CHB	NA18629
-0.0168765	-0.0328381	0.000949644	CHB	NA18630
-0.0169346	-0.0334826	0.00101749	CHB	NA18631
-0.0170947	-0.0343451	0.00239687	CHB	NA18632
-0.0171562	-0.0334795	0.00378209	CHB	NA18633
-0.0169892	-0.0331651	0.0011043	CHB	NA18634
-0.0171421	-0.0327339	0.00314115	CHB	NA18635
-0.0166219	-0.0330296	-0.000630338	CHB	NA18636
-0.0164526	-0.0331867	0.000582829	CHB	NA18637
-0.0168513	-0.0327033	-0.000345471	CHB	NA18638
-0.0167484	-0.0333269	-0.000159393	CHB	NA18639
-0.0169589	-0.0323383	0.0029907	CHB	NA18640
-0.0169979	-0.0329715	0.0026641	CHB	NA18641
-0.0164325	-0.0304954	0.00208765	CHB	NA18642
-0.0169795	-0.0326609	0.00150043	CHB	NA18643
-0.0168674	-0.0332576	0.00139106	CHB	NA18644
-0.0169948	-0.0338175	0.00144975	CHB	NA18645
-0.017148	-0.0319426	0.00220073	CHB	NA18646
-0.0169278	-0.0313629	0.00248807	CHB	NA18647
-0.0165617	-0.0311497	0.00171006	CHB	NA18648
-0.0168754	-0.0331616	0.0010755	CHB	NA18740
-0.0170245	-0.0326219	0.00258816	CHB	NA18745
-0.0167035	-0.0326492	0.00173153	CHB	NA18747
-0.016992	-0.0332667	0.000188513	CHB	NA18748
-0.0169538	-0.0319025	0.00163888	CHB	NA18749
-0.0170523	-0.0327011	0.00282076	CHB	NA18757
0.0353146	-0.00612824	0.00117212	YRI	NA18853
0.0346903	-0.00586575	0.000701288	YRI	NA18856
0.0351542	-0.00605529	0.00050704	YRI	NA18858
0.0346529	-0.0058012	0.000453899	YRI	NA18861
0.0351756	-0.00618324	0.000755043	YRI	NA18864
0.0354088	-0.0056177	0.00116177	YRI	NA18865
0.0348189	-0.00604502	0.00059383	YRI	NA18867
0.0352897	-0.00611383	0.00142222	YRI	NA18868
0.0353923	-0.00572134	0.000824219	YRI	NA18870
0.0352939	-0.00608931	0.00055639	YRI	NA18871
0.0351233	-0.00580403	0.0000972406	YRI	NA18873
0.0352757	-0.0056568	0.000586315	YRI	NA18874
0.0349489	-0.00574607	0.00103132	YRI	NA18876
0.0349122	-0.00573777	0.000587922	YRI	NA18877
0.0346902	-0.00504821	0.0010945	YRI	NA18878
0.035079	-0.00586596	0.000863542	YRI	NA18879
0.0353789	-0.00550741	0.0000825174	YRI	NA18881
0.0351282	-0.00625222	0.000612621	YRI	NA18907
0.0352178	-0.00604068	0.000506234	YRI	NA18908
0.0352148	-0.00612683	-0.000646843	YRI	NA18909
0.0344512	-0.00554942	0.00149769	YRI	NA18910
0.0351814	-0.00607445	-0.000202528	YRI	NA18912
0.0354726	-0.00608293	0.00184842	YRI	NA18915
0.0351923	-0.00533949	0.00117582	YRI	NA18916
0.0350573	-0.0059917	0.000799888	YRI	NA18917
0.0349754	-0.00592317	0.00087304	YRI	NA18923
0.0347063	-0.00608335	0.00143028	YRI	NA18924
0.0351522	-0.00574812	0.0000328005	YRI	NA18933
0.0352236	-0.00568196	0.00124003	YRI	NA18934
-0.0169534	-0.032526	0.00240686	JPT	NA18939
-0.0166681	-0.0319146	0.00130717	JPT	NA18940
-0.0169039	-0.0321095	0.00132883	JPT	NA18941
-0.0167754	-0.0325551	0.00200676	JPT	NA18942
-0.0173854	-0.0325475	0.00105527	JPT	NA18943
-0.0170809	-0.0327355	0.00216661	JPT	NA18944
-0.0165817	-0.0322147	0.00299692	JPT	NA18945
-0.0165603	-0.0322778	0.00338964	JPT	NA18946
-0.0164684	-0.0321849	0.00111277	JPT	NA18947
-0.0166715	-0.0320993	0.00229303	JPT	NA18948
-0.016846	-0.0318419	0.00379507	JPT	NA18949
-0.0166317	-0.0321232	0.00254087	JPT	NA18950
-0.0168476	-0.032776	0.00223233	JPT	NA18951
-0.01682	-0.0320602	0.001791	JPT	NA18952
-0.0174065	-0.0321227	0.00426061	JPT	NA18953
-0.0171047	-0.0327468	0.00224052	JPT	NA18954
-0.0168604	-0.0322272	0.00255051	JPT	NA18956
-0.0167307	-0.0321512	0.00267014	JPT	NA18957
-0.016517	-0.0319123	0.00171852	JPT	NA18959
-0.0167216	-0.0330476	0.0016301	JPT	NA18960
-0.0170122	-0.0320852	0.00397658	JPT	NA18961
-0.0166233	-0.0319334	0.001379	JPT	NA18962
-0.0166693	-0.0323514	0.00358278	JPT	NA18963
-0.016623	-0.0320387	0.0024263	JPT	NA18964
-0.0169948	-0.0325288	0.00307507	JPT	NA18965
-0.0167785	-0.0323242	0.00305691	JPT	NA18966
-0.0169297	-0.0320933	0.00353589	JPT	NA18967
-0.0165359	-0.0324827	0.00215073	JPT	NA18968
-0.0170016	-0.0319897	0.00197809	JPT	NA18969
-0.0170717	-0.0322232	0.00355964	JPT	NA18970
-0.017113	-0.0320377	0.00226075	JPT	NA18971
-0.0170112	-0.0323414	0.0039949	JPT	NA18972
-0.0168191	-0.0318236	0.00348988	JPT	NA18973
-0.0170664	-0.0324533	0.0024643	JPT	NA18974
-0.0168759	-0.0320522	0.00178992	JPT	NA18975
-0.016655	-0.0330595	0.00218079	JPT	NA18976
-0.0168365	-0.0324673	0.00361385	JPT	NA18977
-0.0165546	-0.0319248	0.00117188	JPT	NA18978
-0.0167555	-0.032032	0.00327658	JPT	NA18979
-0.0169806	-0.031835	0.00212887	JPT	NA18980
-0.0166832	-0.0313114	0.00185365	JPT	NA18981
-0.0165945	-0.0317724	0.00247988	JPT	NA18982
-0.0168194	-0.03184	0.00291678	JPT	NA18983
-0.0165081	-0.0321728	0.00164135	JPT	NA18984
-0.0167629	-0.031968	0.00280465	JPT	NA18985
-0.0163358	-0.0323038	0.00239128	JPT	NA18986
-0.0169009	-0.0317002	0.00354549	JPT	NA18987
-0.0164218	-0.0322153	0.00144662	JPT	NA18988
-0.0167447	-0.0322114	0.00253866	JPT	NA18989
-0.0164295	-0.0326623	0.00154525	JPT	NA18990
-0.0169142	-0.0322741	0.0019298	JPT	NA18991
-0.0174688	-0.031792	0.00216639	JPT	NA18992
-0.0170633	-0.0321973	0.00390882	JPT	NA18993
-0.0166123	-0.0328037	0.00110772	JPT	NA18994
-0.0168531	-0.0321714	0.00240084	JPT	NA18995
-0.0167066	-0.0321044	0.00267818	JPT	NA18997
